timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2023-04-05,131.37,132.61,131.37,132.14,130.354178946511,2898759,0.0000,1.0
2023-04-04,131.99,132.1499,130.89,131.6,129.821476837906,3382783,0.0000,1.0
2023-04-03,130.97,132.61,130.77,132.06,130.275260115607,3840139,0.0000,1.0
2023-03-31,129.47,131.23,129.42,131.09,129.31836929089,4524686,0.0000,1.0
2023-03-30,130.16,131.48,129.1,129.22,127.473641618497,3561762,0.0000,1.0
2023-03-29,130.12,130.35,129.18,129.71,127.957019457787,3279846,0.0000,1.0
2023-03-28,129.18,129.66,128.8,129.34,127.592019864854,2889115,0.0000,1.0
2023-03-27,126.47,130.255,126.47,129.31,127.562425303265,6524113,0.0000,1.0
2023-03-24,123.36,125.4,122.88,125.29,123.596754050313,3812644,0.0000,1.0
2023-03-23,123.81,124.93,122.6,123.37,121.702702108605,4651936,0.0000,1.0
2023-03-22,127.0,127.215,124.01,124.05,122.373512171294,3549024,0.0000,1.0
2023-03-21,126.9,127.15,125.66,126.57,124.859455344785,3856345,0.0000,1.0
2023-03-20,124.31,126.16,124.19,125.94,124.237969551413,4588304,0.0000,1.0
2023-03-17,124.08,124.52,122.93,123.69,122.018377432223,37400167,0.0000,1.0
2023-03-16,122.96,124.82,121.92,124.7,123.014727672393,6440023,0.0000,1.0
2023-03-15,122.99,123.35,121.71,123.28,121.613918423838,5989339,0.0000,1.0
2023-03-14,126.49,126.64,123.2,124.65,122.965403403077,8114792,0.0000,1.0
2023-03-13,125.15,128.19,124.85,125.58,123.882834812342,8188369,0.0000,1.0
2023-03-10,126.12,127.29,125.13,125.45,123.754591712122,5990867,0.0000,1.0
2023-03-09,128.3,128.53,125.98,126.16,124.4549963364,5478317,0.0000,1.0
2023-03-08,128.48,128.74,127.545,128.05,126.319453716519,2778798,0.0000,1.0
2023-03-07,130.28,130.42,128.19,128.25,126.51675079378,3530439,0.0000,1.0
2023-03-06,129.64,130.86,129.59,130.19,128.430532443214,2982980,0.0000,1.0
2023-03-03,129.35,129.905,128.77,129.64,127.887965480746,2860286,0.0000,1.0
2023-03-02,128.39,129.22,127.71,128.93,127.187560856468,3340254,0.0000,1.0
2023-03-01,128.9,129.4726,127.74,128.19,126.457561670602,3760678,0.0000,1.0
2023-02-28,130.55,130.61,129.14,129.3,127.552560449402,5143133,0.0000,1.0
2023-02-27,131.42,131.87,130.13,130.49,128.726478059106,2761326,0.0000,1.0
2023-02-24,129.62,130.67,129.22,130.57,128.805396890011,3015907,0.0000,1.0
2023-02-23,131.5,131.7,128.86,130.79,129.022423674998,3725648,0.0000,1.0
2023-02-22,131.9,131.99,130.29,130.97,129.199991044533,3200185,0.0000,1.0
2023-02-21,134.0,134.385,131.66,131.71,129.9299902304,4257210,0.0000,1.0
2023-02-17,134.5,135.58,133.89,135.02,133.195256859074,3466184,0.0000,1.0
2023-02-16,135.57,135.9672,134.59,135.0,133.175527151347,2965495,0.0000,1.0
2023-02-15,135.2,136.445,135.07,136.4,134.556606692176,2507004,0.0000,1.0
2023-02-14,137.05,137.24,135.05,136.01,134.171877391517,3202172,0.0000,1.0
2023-02-13,136.0,137.39,135.85,137.35,135.493767809167,4403015,0.0000,1.0
2023-02-10,133.78,135.77,133.5,135.6,133.767418383131,5049571,0.0000,1.0
2023-02-09,134.99,135.73,133.34,133.75,131.942420418465,3918817,1.6500,1.0
2023-02-08,135.71,136.74,135.16,135.98,132.507609516269,4593748,0.0000,1.0
2023-02-07,135.67,136.4,134.45,135.84,132.371184561626,3737553,0.0000,1.0
2023-02-06,135.83,136.32,134.95,136.18,132.702502308615,4841300,0.0000,1.0
2023-02-03,136.35,136.95,135.53,136.94,133.443094919531,3755720,0.0000,1.0
2023-02-02,135.96,136.72,134.85,136.39,132.907139740579,6107793,0.0000,1.0
2023-02-01,134.49,135.79,132.8,135.09,131.640336590328,5428898,0.0000,1.0
2023-01-31,135.5,135.65,133.76,134.73,131.289529564104,7206448,0.0000,1.0
2023-01-30,134.32,136.11,133.98,135.3,131.844974022291,5375712,0.0000,1.0
2023-01-27,134.44,135.488,133.7701,134.39,130.958211817116,8143146,0.0000,1.0
2023-01-26,137.53,138.27,132.98,134.45,131.016679654819,17548483,0.0000,1.0
2023-01-25,140.47,141.03,139.36,140.76,137.165547253346,7347453,0.0000,1.0
2023-01-24,141.25,142.75,140.0,141.49,137.87690594541,4407622,0.0000,1.0
2023-01-23,141.4,142.985,141.06,141.86,138.237457611251,5898436,0.0000,1.0
2023-01-20,141.67,141.86,140.51,141.2,137.594311396508,7153341,0.0000,1.0
2023-01-19,140.0,142.23,139.75,140.62,137.029122298704,4833924,0.0000,1.0
2023-01-18,144.4,144.678,140.225,140.41,136.82448486674,6445642,0.0000,1.0
